text,category
"
We get about 20 Taurus/Sables for fleet cars at our site every year, then the
company sells them a year later to employees. The folks I know who drive/buy
them have no complaints. The cars seem to drive real nice too. 
",rec.autos
"
Where does the shadow come from?  There's nothing close enough to block
sunlight from hitting them.  I wouldn't expect there to be anything block
our view of them either.  What am I missing?",sci.space
"I just wanted to thank all the netters out there who either
posted a response or sent e-mail regarding my ignition kill
question. Now that I know how simple a procedure it is, it
looks like I'll be paying my local Pep Boys a visit this
weekend....",rec.autos
,sci.space
"
  The commercial uses of a transportation system between already-settled-
and-civilized areas are obvious.  Spaceflight is NOT in this position.
The correct analogy is not with aviation of the '30's, but the long
transocean voyages of the Age of Discovery.  It didn't require gov't to
fund these as long as something was known about the potential for profit
at the destination.  In practice, some were gov't funded, some were private.
But there was no way that any wise investor would spend a large amount
of money on a very risky investment with no idea of the possible payoff.
  I am sure that a thriving spaceflight industry will eventually develop,
and large numbers of people will live and work off-Earth.  But if you ask
me for specific justifications other than the increased resource base, I
can't give them.  We just don't know enough.  The launch rate demanded by
existing space industries is just too low to bring costs down much, and
we are very much in the dark about what the revolutionary new space industries
will be, when they will practical, how much will have to be invested to
start them, etc.
",sci.space
"

nice theory.  too bad the MR2's never came with a four cylinder over 2.0
liters.  More like 1.6.  Or did they? were the nonturbo MR2II's  2.2 or
some such?

I also understand that anyone using balancing shafts on four cylinders, must
pay SAAB a royalty for using their patented design..like Porsche's 3.0 I4...",rec.autos
"Review of 1989 Ford Taurus SHO -- By Gene Kim
=============================================

Background:

    Last week, I bought a 1989 Ford Taurus SHO, moving up from driving
a 1987 Toyota Celica ST and a 1975 Oldsmobile Cutlass.  I have been
interested in buying a SHO for about five months and have been combing
the classifieds in Denver and Chicago every week.  I bought a
remarkably clean maroon/red SHO with 92K miles on it for $6800.
As far as I can tell, this is about $2000 under Blue Book and I still
have another 8000 miles before the Extended Service Plan runs out.

    As one should with any pre-1991 SHOs, I made sure that the car was
already refit with the upgraded clutch and pressure plate, as well as
having been recalled for upgraded rotors and seatbelt attachments.
However, my SHO does not have the newer rod shifter -- I understand I
can get this for $230 from any Ford service center.  In addition, the
car received the full tune-up at 60K miles, receiving new platinum
plugs and valve adjustment.

    For a car with 92K miles on it, the car was virtually immaculate.
The clearcoat paint job was devoid of any large chips or dents,
although the front air-dam/molding was covered with lots of small
scratches -- not surprising since most of the miles were spent on the
highway.

    Having driven a smaller two-door coupe for so long, I was a bit
concerned about whether I could get used to driving a larger car.  To
my surprise, the size of the car doesn't bother me at all -- it seems
just as nimble as my Celica!  (No comparisons with my Oldsmobile.  :-)
Visibility from the driver's seat is excellent, helped mostly by of
the small the quarter-windows, aft of the back-seat door windows and
in front of the C-pillar and rear window.  Parallel parking is a bit
more difficult, but other than that, I love the size.

    In fact, I'm starting to appreciate the large trunk as I pack up
for a 14-hour drive to Washington, DC for the summer.  More on the
ride later in this review.


Engine:
    
    As with anyone even slightly interested in SHOs, I was very
interested in the 24-valve 3.0L Yamaha ""Shogun"" engine.  I was not
disappointed.  Base performance of the engine under 4000 rpms is
good.  You can even do reasonable launches from second gear, although
I don't make a practice of this.  The engine revs smoothly and eagerly
-- tooling around town does not require many shifts.  This is good
since the shifter is definitely one of the weakest points of the car.
(More on this later.)

    While the performance of the engine under 4000 rpms may be
unremarkable, it undergoes a Jekyll/Hyde transformation once you hit
higher revs.  At 4500 rpms, a butterfly valve opens and you can
literally hear and feel the geometry of the engine changing as twelve
more valves open up.  The engine soars to its 7000 rpm redline, and
you are treated to, in my opinion, the sweetest sounding V6 around.
The engine inexplicably sounds OVERJOYED to be at 6500 rpm!

    I've noticed that when I drive around town, I constantly watch the
tach to see how far below 4000 rpm I am.  To go from 2000 rpm to 4000,
you may have to punch the accelerator -- while torque is more than
adequate, it doesn't come fully online until those other 12 valves
are used.


Transmission:

    When _Car and Driver_ first reviewed the car in 1988, they
marvelled at how Ford had put such a wimpy clutch and balky shifter
into the car.  I remember driving a friend's parent's SHO in 1990, and
remember thinking about whether I had the leg strength to drive the
car in traffic -- the clutch was that stiff.  That was back then.

    The entire clutch assembly on my SHO has been replaced under a
Ford recall in 1991.  The clutch on the SHO feels no stiffer than the
one on my Toyota Celica.  In fact, the friction point seems a bit
larger and more forgiving.

    When playing with the shifter with the car parked, the shifter
felt very reasonable.  The 1-2 and 3-4 gates were where you'd expect
it to be, and the shifting action was smooth.  On the road, it's
much the same -- but you have to shift SLOWLY!  Make no mistake, it's
a clumsy shifter.

    When hurrying shifts, like when I was initially trying to impress
friends, I consistently miss the 1-2 shift, often grope clumsily for
the 2-3 shift, and sometimes even muff the 3-4 shift.  I find this
pretty amazing in a car like this.

    It also took me several days to realize that you get the smoothest
shifts when you take your time.  Seems obvious, but compared to my
Toyota and my friend's Honda, this seems atrocious and clumsy.
Someone on rec.autos noted that CRXs should blow SHOs off-the-line
because of the incredibly clumsy shifter.

    I now shift much more sedately, and the shifter seems more
reasonable.  When you play within these bounds, the shifter works
smoothly with no surprises.  I don't know whether the rod shifter
upgrade would help at all.

    Along these same lines, I initially had trouble shifting gears
smoothly.  Again, slowing down the shifts and taking more care to
match revs when letting out the clutch helped immensely.  This took
several days for me to get the hang of.  (I think some of my problems
were because I've never had a car with enough power to balk at bad
shifts in higher gears.)

    Occasionally, I have trouble shifting into reverse.  The shifter
refuses to enter the gate, and I often grind the synchros trying to 
get it into gear.  I'll be watching this carefully in the next couple
of months.

    A quirk:  When I upshift and the engine drops back to 1000-2500
rpm, I hear a whirring and then a grinding noise coming from the the
engine compartment.  Not terribly loud, but the passenger can
definitely hear it.  I asked about it when I was looking at the car,
as do all my passengers.  Apparently, this is a definitely a ""SHO
sound"" and is the gearbox -- apparently called ""gear rollover"".
Replies to my queries on rec.autos are at the end of this review.


Exterior:

    As I mentioned before, I am astounded by how well the body of this
SHO has stood up.  Paint chipping on the front bumper and grille are
virtually non-existent.  Looking at how older Tauri sometimes
don't age so gracefully, I wonder what the guys at Ford did
differently to the SHO bodies.

    The body, in my opinion, is extremely attractive with matching
color body moldings than the stock Tauri.  For some odd reason, the
SHO seems different enough from vanilla Tauri to get stares at
stoplights -- of course, this could be my overactive imagination.
:-)  SHOs get fog lights, a more open grille, a completely
monochromatic exterior, and a deeper ground skirt in the back with
""SHO"" stenciled in relief.  I've seen a couple SHOs whose owners have
colored these in with florescent colors or in black.  Yuck.

    I don't think the car is flashy.  I like it that way.  I feel
almost anonymous with all those Tauri out there, but different and
distinctive enough to those of us who care.  :-)


Interior:

    The interior is what really makes me feel like I don't deserve the
car.  The seats are grey leather, the steering wheel and shifter are
covered with black leather, and the entire instrument panel is done in
a black/grey/metallic scheme.  

    The instrumentation is stock Taurus, except for the 140 mph speedo
and 8000 rpm tach.  You get a center console with two cupholders, a
large compartment under the radio (great for a CD player), an armrest
that contains yet another compartment, three appropriately sized coin
holders for tollways (I think), and a compartment for holding
cassette tapes.  There's map-holders in the doors, and an oddly small
glove compartment.

    I spilled a whole can of Coke in the cupholder and was delighted
to find that the entire rubber holder can be removed and washed in a
sink.  Hey, I'm really impressed with the ergonomics and
thoughtfulness that went into its design.  And it's a 1989, before the
interior was upgraded!

    The backseat is bigger than any car I've had.  Why do they need so
much space?  :-)  (No smart-ass comments, please.  :-)

    The driver and passenger seat have lumbar and side bolsters.  From
what I hear, it's not uncommon for the side bolsters to show wear.
Mine is no exception.  The left side bolster on the driver's has
cracked and I'm not convinced the right bolster is inflating all the
way.

    A big surprise for me:  I forgot that SHOs don't have a normal
hand parking brake.  Instead, they have the regular parking brake that
you press with your left foot.  Too bad.  Again, I'm getting used to
it, but it seems a bit anachronistic to me.


Ride:

    The suspension is nice and stiff.  Too stiff?  It's stiffer than
any car I've had.  A friend's new 1993 Toyota Celica ST seems tauter
and is still able to soak up bumps better.  The SHO seems stiffer with
less ability to soak up bumps.  Driving over railroad tracks is a
noisy and jarring affair.  On the other hand, taking turns feels
wonderful because the body is so rigid and doesn't flex at all -- I
listened for that before I bought the car.

    On the highway, the ride is great.  When I drove the car from
Chicago back to Purdue, I had trouble keeping under 85 mph, let alone
from trying to see what 100 mph really feels like.  It's a relatively
quiet ride, but the sunroof rattles.  I've tried to find out what
exactly makes all the noise up there, but it seems to be the window
that rests on the rails.  No easy way to get rid of it, I think.

    Over the past three days, I've oscillated between thinking the
suspension is wonderful and perfect and thinking that the ride is way
too rough.  (Not for me, mind you.  But I wonder whether I would
advise my dad to buy one for himself.)  But, I've discovered, as with
the shifter, if you take your time with shifts, you'll have no reason
to complain.  Let me explain...

    The ride is worst when turning and applying lots of power to the
wheels.  I feel the wheels scrabbling for traction and torque steer
making the car skitter left and right.  After I understood this, I
avoid the limits of traction -- and I'm a happy camper again.

    It's not body rigidity, but the composure of the car.

    As if matching the suspension, the steering feel is quite heavy.
My first impression of driving my SHO was how hard you had to turn the
wheel at highway speeds.  It tracks straight as an arrow, but when
driving around a parking lot, the high-effort steering didn't seem so
useful.  However, it's reasonable, but it doesn't communicate the road
to the driver as well as a 1993 Ford Probe GT.  IMHO, it's much better
than the steering on my Celica ST.

    I wonder how bad this car is during winter?


Miscellaneous notes:

    GRIPES:

    The rattles from the sunroof is intermittent -- some days it rattles
        loudly, other days I look up wondering where all the noise went.

    Activating the sunroof is sometimes very noisy -- loud squealing as
	it retracts on its rails.  I wonder if there is a quick fix for this.
	Again, other days it completely disappears.  (Function of humidity?)

    Once I made the connection between the sometimes awful feeling suspension
	and torque steer, I've never complained about ride.

    I wish the seats had more support under the thighs.  Also, I wish the
	side bolsters would close more tightly.  

    I hear that tires for this car can get really expensive.  I
	currently have Goodyear GT+4s that cost the previous owner $500
	for four.

    I used to hate the Ford stereo systems -- whose idea was it
	to use a volume *paddle*?  Now, to my amazement, I don't
	really mind...  and sometimes think it's an okay idea!!!
	Pretty ridiculous, though.

    Getting up to 4000 rpm sometimes seems to be a chore.  But,
	this is no big deal.  There is more than enough torque
	down low.

    I often goof up the shifting when driving with friends.  It
	took me a couple of days before I could really shift
	smoothly from 2nd to 3rd gear.  (Hard to believe, isn't it?)

    My car has almost 93,000 miles on it.  My parents noted that
	it is almost impossible to find a low-mileage SHO. 
	Astute observation, IMHO.  I wonder how long I can make
	my SHO last -- I just bought a book titled ""Drive It Forever""
	for tips in this department.  :-)

    The goofy parking brake pedal still throws me for a loop.  I once
	parked the car in gear, and then accidentally let out the clutch
	after I started it.  The car jolted forward, and bounced off
	the car in front of me -- no paint damage at all, but starting the car 
	is a whole new ritual for me with that fangled pedal!  Also, I began 
	to wonder how strong that brake really is.  (Today, I backed out of 
	parking spot today and started to drive away before I noticed 
	the glowing brake light.  Oops.)

    The driver's power window creaks when closed all the way.  The same
    	thing happens in my parents 1989 Mercury Sable.  Oddly, all the
	other windows work smoothly.


    LIKES:

    I'm liking the interior amenities more and more each day.  The
    	cupholders are great.

    I didn't expect to use the keyless entry buttons so much, but
	it really is handy.  You can lock all the doors by
	pressing the 7/8 and 9/10 buttons together!  Neat!  And
	you can never lock yourself out of the car.

    I really feel like I don't deserve this car.  I really can't
	believe that I could afford it.  I got this car ten years 
	ahead of schedule.  :-)

    I love this car so much that I've been telling my parents to
	look into buying one.  I love this car so much that I
	wrote this 13K file -- I meant to write a couple of lines
	and ended up with this.  

    If there were a J.D. Powers Survey for used car owners, I would have
	an opportunity to express my incredible satisfaction of owning this 
	car.  I don't like thinking about getting another car, but at this
	point in time, I'm sure I'd buy another SHO.  For under $7000, you
	can't beat it.  (Next time with an airbag and ABS, though.)

    Insurance-wise, this car is also a big win.  I pay the same premiums
	as on my 1987 Toyota Celica -- despite that it has nearly twice
	the horsepower.  



Other Odds and Ends:

    Much to my amazement, there is no SHO mailing list anywhere.
Maybe because the _SHO Registry_ publication has filled this void.  I
haven't joined yet, but I've noticed that queries about SHOs still
appear on rec.autos about once a month.  Owners of SHOs are always
quick to respond, and are very vocal fans of the cars.  (Maybe some
of the most vocal on rec.autos.  :-)

    I've put together the responses to my questions about the cars, as
well as other posts with useful information on these cars.  I'll be 
posting this in the form of a FAQ soon.  

    If anyone is interested in starting a mailing list, please speak up!
I don't know if I have the resources here at Purdue to start one, but 
maybe someone out there does.
",rec.autos
"
When you buy insurance where you live, it is based on the local rates.
Tourists coming from, say, Utah will find that there is a difference
in what their insurance will cover FOB Provo and what they get stuck
with at Lenox Hill or Mount Sinai if they fall ill in the Big Apple.


It would depend on where you live, downtown Toronto or Mile 101,
British Columbia (just like Cheyenne, WY vs. Boston, MA).  Again,
geography rears its ugly head.

Since our health care providers are private, they depend on an
adequate market size in order to sustain enough business.  Since
our health care professionals have equivalent take-home pay to 
their American cousins, it's not that they're being paid too
little to provide services.


I have only hear Americans say that it's illegal ... but I could be
wrong, just have never heard it from a Canadian source.  our private
insurance has recently balked in Quebec when the Liberals proposed
privatizing some aspects of routine care ... also, our insurance was
put in place when no NDP (Labour) governments were in power in any
province to derail the effort 'cos they wanted real socialized
medicine.


No, it is optional ... as it is optional for doctors to accept it.
There are isolated religeous communities in particular that ask for
exemptions (and one e-mail from a Christian Scientist in Edmonton
verified for me that it is indeed negative option).  I guess that you
can argue that there is a right to having a particular insurance, but
so far I've not come across that up north ... and I take pains to keep
tabs with news from home.


Believe me, they probably had orgasms when they figured that out.  And
according to my sister the yuppie, they pat themselves on the back to
the point of ungraciousness at Chamber of Commerce luncheons.


I actually have doubts that any new ones have emerged since WW I ...
no, scratch that ... there are a few in Western Canada, and *quite* 
a few in Quebec as part of the post-1980 Quebec Miracle (out with the
nationalism, in with the French capitalism).  La Groupe des Cooper-
antes built a new tower by the Eaton('s) store at Les Terraces, and if
you were able to catch Urban Angel on CBS's Crimetime you'd see it as
the well-lit one with double-turrets at the top.  As for Ontario,
which still dominates and anchors business up north ...

Canada is a very old-money kind of place, and the 1989 Free Trade
Agreement saw a lot of odd alliances: labour unions and establishment
old money who wanted to preserve their traditional monopolies on one
side, and entrepreneurs and internationally oriented businesses and
professionals on the other.  The final Trudeau administration and
the first Mulroney government had a high percentage of nouveaux
riches who knew what it was like to make your own money, and that
motivated the McDonald Commission under Trudeau which set up Brian's
initiative (Macaroni was against free trade 'til he did a head count
of his caucus after the 1984 election).


Well, you have to realize that in our society that's like saying
that ""it's not really national defence"" because you can't hire
your own Rambo squad instead or even opting out as a pacifist.
(BTW, there are always pacifists in the news arguing about their
portion of taxes, but never people arguing over health insurance
alternatives ... and we're talking about a press that is hostile
to whomever is in government, regardless of party; one of their
few redeeming characteristics, it seems (-;).


The only way to hit at the Canadian system is transient periods of
high demand, which is more a function of the doctors monopoly's tight
fist on the licencing.  An obvious difference is that in such a
transient period, the rationing is of the nature of a mob battling
over Cabbage Patch Dolls^TM as we've seen recently as opposed by
rationing by ability to pay ... but the former is a *transient*
situation and if a large body of insured patients were to deluge the
California health infrastructure, the same would result --- rationing
among the insured population.  With smaller markets, there is much
less flexibility when dealing with our insured population than
California (which by the way, has 1/3rd more people than Canada in a
MUCH more dense area).  So he is correct in that the resources are
fixed (for a particular time window, or as a function of the doctors
monopoly licencing according to the market steady state) in either
case.  As for being ""refused treatment"" the government of the day
would be shredded to tatters if something like that were to happen;
Canadians can be geographically bad, too, not realizing that their
health care is private while only their insurance isn't ... too many
people have bought into socialist trype that we have socialized
medicine.


Right, as I've pointed out above ...


Either way, the transient situations are hard to deal with since the
changes in the private medical care resource take place at a slower
rate than the ability of people to fall sick esp. in the light of
disasters (e.g., Chernobyl) or bad luck (a sudden wave of heart
disease). A doctor needs 4-6 years of training, plus internship 
and specialty training.


That's why I've argued for deductible and copayments rather than
education, which is what most Canadian fiscal conservatives are
arguing for (the leftists?  ""Ah, just let 'em spend!"" --- yeah,
right!).  Also, note that only a few provinces cover prescriptions
under some high dollar threshold ... in most, it's your private
insurance that covers it just like in the U.S.  Still, it all
adds up in the OECD measures.


We get the Sabres' feed as a replacement game on ESPN tonight (the
Devils' local metro NY coverage supplants the main ESPN game).


Yeah, it's a sad story and Saskatchewan Tory leader Grant Devine
has been on a nonstop PR campaign to save his sorry butt.  The
Sask NDP have taken a neo-conservative turn like Hawke, Gonzalez
and Mitterand did.


The medical IRA would have limited use, as you'd need a lower
catastrophic threshold else there'd still be a drain on the public
purse if someone exhausts their IRA.  Also, Singapore has a much
more autocratic mentality which has seaped down into its masses
(if Singaporeans that I've met are any indication ... I don't
mean any disprespect here) where they'd let you just die.


That's true ... the question is how much leeway is there between
the U.S. approach and the second-most capitalist approaches of
Canada, France and Germany.


Yes, many ... and pretty close to a lot of smaller towns or not too
far from a bigger town.  Just take a look at a detailed atlas ...
or better, take a flight from Pittsburgh or Rochester to Toronto.
My first time across Lake Ontario to NYC, I was amazed by the
increase in density ... and the Toronto region is the densest 
in all of Canada.


It's about time!  I've ragged on my own doctor friends as to why they
don't invest in their own private practices ... in the end, it's their
money.  But they choose to spend it on America's Cup pipedreams, and
that's none of my business.  As for ""provincially owned"" ... for sure
it's against the law in Canada for governments to be directly involved
in the provision of health care except in the military or native reser-
vations.  What that term actually means is that the facility gets by
on public grants to meet shortfall from *lack of use* ... no kidding.
Medical practice itself is much more conservative up north.  My own
best friend did two clerkships at the Mayo Clinic in Rochester, MN,
and is no stranger to high tech medicine ... but his boat comes first.


No, it's probably socialist whiners who are offended that we have
private practices ... and always have.  They can all take cash
anyways ... so why not have a particular facility?  The Canadian
big government mentality often imagines government where it does
not even exist ...

Since the French and Germans have become more entrepreneurial and less
laidback without sacrificing their culture and values, then Canadians
can do the same.  As I've pointed out above, the law states that it is
illegal for the *government* to provide any health services except for
the military and natives.

Look, nobody stopped the clinic when they planned on the MRI ...
nobody stopped them when they bought it.  Nobody seems to be stopping
them from using it, either.  Much ado about nothing.  Thank goodness
that hockey playoffs have started ...


I'm certain there is exaggeration somewhere, because the GAO study
of Canada cited often on USENET did not find access to MRI to be a
problem.  I'll bet the doctor is relying on people having listened 
to American trash talk on cable so that he can puff his chest a bit.
There are already a few treatment regimens for knee injuries without
relying on MRI ... unfortunately, I've had a few. )-;  And I'm not
a banker. (-;

gld",talk.politics.misc
"Last night I heard something about Bill Clinton's sister being
involved in a marijuana bust, and the news being suppressed. I also
heard something about her being an ""ex-con"". This source is not
reliable, though. (It was a collage/booklet advertising a local band.)

Can anyone on the net verify this or provide more details? I'm
surprised I haven't seen anything about this in this newsgroup.

Also, does anyone know what happened to the charges that Shalala was a
regular pot smoker when she was in college? This ghastly accusation
was reported on CNN Streamline News the day she was nominated, then I
never heard anything about it again.

It's almost enough to make me want to start an Act-Up type campaign
to invade the privacy of closet smokers! (If only this type of
publicity didn't violate people's rights. . . .)

Jake.",talk.politics.misc
"
Why bother with a new newsgroup?  If you want to discuss the subject,
*start discussing it*.  If there is enough traffic to annoy the rest of
us, we will let you know... and *then* it will be time for a new newsgroup.",sci.space
"
	I don't believe in the ""Wave Theory"".


	My mother-in-law, who grew up in Germany, doesn't believe in 
money at all. She started out as a real estate developer, and now raises
horses. She keeps telling me that inflation is coming back, and to lock
in my fixed rate mortgage as low as possible.


	Maybe you'd like to invest in some foreign currency.

	Which one would you guess to come out on top ?

	(Sigh - speculators never learn.)



Bill R.

--",talk.politics.misc
"Joni Ciarletta writes

You are not alone.  My '79 Honda Accord with 110,000 miles on it started  
showing the same behavior.

I replaced the brake master cylinder myself.  It took about an hour and cost  
about $45.  Sure beats paying $300 to have someone else do it!  If I wanted to  
rebuild my own master cylinder instead of putting in a rebuilt one, it would  
have cost only $20 to $30 for the rebuild kit.

The Honda brake master cylinder is easy to get to.  Two bolts attach it to the  
engine compartment.  Two brake lines enter the master cylinder.  The tricky  
part was that the brake lines were stuck tight.  My Craftsmen open end wrench  
rounded off the bolt heads!  I had to use Vise Grips to loosen those suckers.   
Wow!  Best invention since sliced bread.  After that it was very easy.  Bolt  
the new part in place, add new brake fluid, and bleed the brakes.",rec.autos
"Well the European Manta and US GT have entirely different bodies. There is
little or no chance that they are the same. The Manta went through several
generations as the coupe version of the Ascona and was OK in its time.


Not true. The Kadett has been in and out of the US market over the years.
The LeMans (old Kadett) is only the latest version. 

Craig

Different Cars. One looks like a sports-car, the other is a coupe.",rec.autos
"
How about those toneau covers? I've been thinking of building one
from chipboard for roadtrips. Any comment on how they affect
mileage in highway travel?

Charles",rec.autos
"If I'm going to drive on a public road then I need a
speedometer, and an odometer helps for navigation.
 
My 1965 Chevy has a bare minimum:  Engine-temp and
Oil-press warning lights and a fuel gauge. 

My 1983 VW has tach, water-temp, voltmeter 
and oil-temp gauges. 
 
If I had a turbo car, I'd want a vacuum manifold/boost
gauge.  An oil pressure gauge is a nice, reassuring
gauge to look at.  If my car was air cooled, then I
would substitute a cyl-head-temp gauge for the water-temp
gauge.
 
A few years ago, I looked at the Audi Quattro Si Coupe
that Bobby Unser used to win the 1986 Pikes Peak Hill Climb.
The gauge layout, from left to right, top to bottom was:
 
----------------------------------
 
speedometer
 
----------------------------------
 
fuel                  tranny
press                 temp
 
----------------------------------
 
differential           water
temp                   temp
 
----------------------------------
 
big orange             tach
oil-press
warning light
 
----------------------------------
 
oil-temp               boost
 
----------------------------------
 
oil-press
 
---------------------------------- ",rec.autos
"I was whatching The History Of The Indy 500 the other day,
and early in the film, around the '10-'20's, a name, Lois Chevrolet,
came out of the blue. I wanted to know if he is THE Chevrolet founder
or mearly a driver who's name was called the same as the other guy's?:^)",rec.autos
" demon@desire.wright.edu (Not a Boomer) writes...






First, people should be aware that Brett's (no last name listed) 
posts on bit.listserv.politics indicate that he has been  
hostile toward GM's hiring policies and to the Moseley verdict 
when it came out.  Equal opportunity disagreement, I guess.  :-)

My guess, without seeing the judge's opinion, is that GM's motion 
was denied on due diligence grounds.  Otherwise, a party to a 
case could always keep one or two semi-credible witnesses in 
reserve to spring if they lose.  Not exactly a way to promote 
repose.

						Daniel Reitman",talk.politics.misc
"
Insofar as several ""liberal"" jurisdictions are concerned, the essential
elements of rape are gender neutral. Nonetheless, I decided to provide
a number of references to support my original argument. Black's Law
Dictionary (every law student/lawyer's friend) defines rape as: Unlawful
sexual intercourse with a female without her consent. The unlawful
knowledge of a woman by a man forcibly and against her will. The Model
Penal Code (the statute proposed by the National Conference of Commissioners
of Uniform State Laws or other organization for adoption by state legislatures)
defines rape as: A male who has sexual intercourse with a female not his wife
is guilty of rape if he (a) compels her to submit by force or by threat of
imminent death.... (MPC @213.1(1)(a))

Indeed the following jurisdictions/states have statutes similar to the MPC:

Alabama-- Code of Ala. @13A-6-61 (1992)
Arkansas--Ark.Stat.Ann. @5-14-103 (1993)
District of Columbia--D.C. Code @22-2801 (1992)
Georgia--O.F.G.A. @16-6-1 (1992)
Idaho--Idaho Code @18-6101 (1992)
Maryland--Md.Ann.Code.Art. 27 @462 (1992)
Mississippi--Miss.Code Ann. @97-3-71 (1993)
New York (check case law)--N.Y.C.L.S. Penal @130.35 (1993)
North Carolina--N.C. Gen.Stat. @14-27-2 (1992)
Puerto Rico--L.P.R.A. @4062 (1993)

Ta,",talk.politics.misc
,sci.space
"
Execute the juvi on the grounds of the reformatory, required attendendence
by the rest of the inmates, as soon as possible after the incident and a
quick sure trial.  I am quite serious.  Cause and effect.  Nothing else
will ever make a dent.


Me neither.

",rec.autos
"Does anyone know of a dead first generation MR2? I need body parts, steering
rack, and a few minor pieces. I was about to buy a parts car, but the owner 
backed out after 3 month of pulling my leg. ARRRRgh.
Mike.S
",rec.autos
"
What did this have to do with SF?  And please don't answer
that a number of libertarians are SF fans or vice versa. I know a 
number of SF fans who are also baseball fans but I don't plan on 
posting the Red Sox schedule.
",talk.politics.misc
"
Agreed.  


It is a failure of libertarianism if the ideology does not provide any
reasonable way to restrain such actions other than utopian dreams.  Just
as Marxism ""fails"" to specify how pure communism is to be achieved and
the state is to ""wither away,"" libertarians frequently fail to show how
weakening the power of the state will result in improvement in the human
condition.


This is a strawman argument and fails on several grounds.  In this case,
""limited"" and ""big"" government are not defined.  I would point out that
Lebanon, Somalia, and the former Yugoslavia are by some definitions nations
with ""limited"" government, while the US, Canada, and nations in Western 
Europe (where ""people would rather live"") are often pointed out as 
nations with ""big government"" from a libertarian point of view.  

The argument is not between those who want ""limited"" government and those
who want ""unlimited"" government.  It is between those who believe
government regulation in a capitalist economy serves worthwhile ends and
those who believe such regulation is neither desirable on empirical 
grounds nor justifiable on ideological grounds.

jsh",talk.politics.misc
"+At one time there was speculation that the first spacewalk 
+(Alexei Leonov ?) was a staged fake.
+
+Has any evidence to support or contradict this claim emerged ?
+
+Was this claim perhaps another fevered Cold War hallucination ?

I, for one, would be an avid reader of a sci.space.ussr.what.really.
happened.
",sci.space
"Pardon me for interrupting, but why doesn't anyone ever bring up other
possibilities besides more government, less government, or no government
and stop there? It seems to me that the problems with society go MUCH
deeper than government. Democracies seem to reflective of the majority
of society, both the good and the bad. If you take away the government,
you still have the structural flaws in society, except this time, with
no restraints. Yes? No?
	Why doesn't anybody ever discuss communal society, like a
kibbutz? I never studied it on depth, but from what I've heard, the kibbutz
in Isreal was very successful. It is also very close to what Aristotle
and Socrates believed was the best.
	Sorry to detract from the discussion.


But what good is change if there is no tracable improvement in the human
condition? Who would ever support the change if you tell them it won't 
improve their lives? I know that there are, and will be, libertarians 
who will jump in now and say that it WILL improve our lives. I can deal
with that. All I'm saying is that improving the human condition must
be the PRIMARY goal of any organization.


------------------------------------------------------------------------------
""Who said anything about panicking?"" snapped Authur.           Garrett Johnson
""This is still just culture shock. You wait till I've       Garrett@Ingres.com
settled into the situation and found my bearings.
THEN I'll start panicking!"" - Douglas Adams  ",talk.politics.misc
"
Ok, here's what I understand:

The SL/SL1/SL2/SW1/SW2 was meant to compete with the following cars:

Honda Civic
Toyota Tercel (SL,SL1)
Toyota Corolla (SL1,SL2)
Nissan Sentra
Mazda 323/Protoge'
Subaru Loyale/Impreza
Isuzu Stylus
Geo Prizm
Ford Escort
Mercury Tracer
Mistubishi Mirage
Plymouth/Dodge Colt


Their core competition is the Civic, Corolla, and Sentra.  Most of the other
models are in the same class, but aren't the first cars you would think of.
I threw in the Escort/Tracer because it has a good amount of Japanese
technology and has similar reliability stats.  I didn't include domestic small
cars such as the Cavalier, Sunbird, Shadow, Sundance, Tempo, and Topaz, since I
think Saturn is going after cars that have at least some degree of Japanese
roots.

The SC1/SC2 was meant to compete against the following cars:

Toyota Paseo
Honda Civic Si/Civic Coupes/del Sol Si
Nissan NX1600/NX2000
Mazda MX-3
Isuzu Impulse
Geo Storm
Ford Escort GT


If you look at the prices of these cars, they're more expensive than they're
4-door counterparts.  The is good reason for this.  It is a more upscale and
trend-driven market.  Even though many of these models are based on sedan
platforms, their interior, etc. is good enough to warrant slightly higher
prices.  Here are some of the platform derivations I can think of:

Tercel -> Paseo
Sentra -> NX1600/NX2000
Civic -> del Sol
323 -> MX-3 (not sure on this one)
Stylus -> Impulse/Storm

To illustrate, a Tercel starts at around $8000, while the Paseo starts at
around $11,000.  Even a 4-door Tercel will cost less than a 2-door Paseo.  Now,
you might be saying that the Tercel doesn't offer the power that some 4-doors
offer.  What I mean is that there is no 4-dr Tercel with a comparable
powerplant as its sport coupe derivative.  Let's take another example: the
Isuzu Stylus XS and Impulse XS/Storm GSi.  Both have the same powerplants (a
1.6L 140hp engine), but the smaller 2-dr coupes are generally more expensive.
Again, this is because the two-door sport coupe market is a more
fashion-oriented and trend-setting segment.  People are willing to pay more
money for this type of car.  


In short, even though the SC1/SC2 may be smaller, hence ""less"" car, it's market
orientation dictates a slightly higher price than its mechanically equivalent
sedan (SL1/SL2) version.

I hope this clears things up a bit......
",rec.autos
"((fluffy bi fantasy squelched))


Dear Mr. Elf,",talk.politics.misc
